Processor,Camera,phoneName,price,ram_memory,rom_memory,Display Size,battery
Qualcomm® Snapdragon™ 720G Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,POCO M2 Pro ,"15,999",4 GB RAM , 64 GB ROM ,16.23 cm  Full HD+ ,4230 
MediaTek Helio P35 Processor,64MP + 8MP + 5MP | 32MP Front Camera,POCO X2 ,"14,999",4 GB RAM , 64 GB ROM ,14.73 cm  Super Retina HD ,4230 
MediaTek Helio P35 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Realme 6 ,"14,999",3 GB RAM , 32 GB ROM ,16.0 cm  Full HD+ ,4100 
Qualcomm Snapdragon 460 Processor,64MP + 8MP + 5MP | 32MP Front Camera,Realme 6 ,"14,999",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4100 
MediaTek Helio G80 Processor,64MP + 8MP + 5MP | 32MP Front Camera,Samsung Galaxy F41 ,"16,999",2 GB RAM , 32 GB ROM ,15.77 cm  HD+ ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Motorola One Fusion+ ,"17,499",2 GB RAM , 32 GB ROM ,11.94 cm  Retina HD ,5000 
Qualcomm Snapdragon 439 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Vivo Y12s ,"9,990",8 GB RAM , 128 GB ROM ,16.23 cm  Full HD+ ,5000 
Qualcomm Snapdragon 730 Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,OPPO Reno2 F ,"17,990",8 GB RAM , 128 GB ROM ,16.0 cm  ,5000 
A13 Bionic Chip Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Samsung Galaxy F41 ,"16,999",2 GB RAM , 32 GB ROM ,15.75 cm  HD+ ,5000 
MediaTek Helio P35 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme C3 ,"8,999",4 GB RAM , 64 GB ROM,10.16 cm  WVGA ,5000 
Qualcomm® Snapdragon™ 720G Processor,64MP + 8MP + 5MP | 32MP Front Camera,Motorola G9 Power ,"11,999",6 GB RAM , 128 GB ROM ,12.7 cm  HD ,5000 
MediaTek Helio G25 Processor,64MP + 8MP + 5MP + 2MP | 16MP Front Camera,Realme Narzo 20 Pro ,"16,999",2 GB RAM , 32 GB ROM,16.26 cm  Full HD+ ,4000 
Qualcomm Snapdragon 460 Processor,13MP + 2MP | 8MP Front Camera,Vivo S1 Pro ,"18,990",3 GB RAM , 32 GB ROM ,16.59 cm  Full HD+ ,5000 
Qualcomm Snapdragon 460 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,POCO M2 Pro ,"15,999",3 GB RAM , 32 GB ROM ,Super AMOLED ,4500 
MediaTek Helio P70 Processor,64MP + 8MP + 5MP | 32MP Front Camera,POCO X3 ,"16,999",2 GB RAM , 32 GB ROM,15.49 cm  Liquid Retina HD ,5000 
MediaTek Helio P70 Processor,12MP + 2MP | 5MP Front Camera,Redmi 9i ,"9,299",3 GB RAM , 32 GB ROM ,16.33 cm  Full HD+ ,5000 
MediaTek Helio P70 Processor,64MP + 2MP + 2MP | 16MP Front Camera,Realme C3 ,"8,999",8 GB RAM , 128 GB ROM ,12.7 cm  HD ,4200 
SDM439 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,POCO X2 ,"14,999",8 GB RAM , 256 GB ROM ,11.43 cm  FWVGA ,5020 
SDM439 Processor,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,Apple iPhone XR ,"43,999",3 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,4015 
MediaTek Helio G80 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Infinix Hot 9 ,"9,499",3 GB RAM , 32 GB ROM ,16.13 cm  HD+ ,4015 
Qualcomm Snapdragon 665 Processor,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,Realme 6 Pro ,"17,999",8 GB RAM , 128 GB ROM,12.7 cm  HD ,4000 
Qualcomm Snapdragon 460 Processor,13MP Rear Camera | 5MP Front Camera,Redmi Note 9 pro max ,"15,667",6 GB RAM , 64 GB ROM ,13.97 cm  Retina HD ,5000 
Qualcomm Snapdragon 720G Processor,12MP + 2MP | 5MP Front Camera,Realme Narzo 20A ,"8,499",8 GB RAM , 128 GB ROM ,16.76 cm  HD+ ,6000 
Qualcomm® Snapdragon™ 720G Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,Realme Narzo 20A ,"8,499",8 GB RAM , 128 GB ROM ,13.84 cm  HD ,5000 
Qualcomm Snapdragon 720G Processor,12MP Rear Camera | 7MP Front Camera,Realme 7i ,"11,999",8 GB RAM , 128 GB ROM,12.7 cm  HD ,5000 
Qualcomm Snapdragon 460 Processor,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,Realme 7i ,"11,999",4 GB RAM , 64 GB ROM ,12.7 cm  HD ,5000 
MediaTek Helio G35 Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Infinix Hot 10 ,"9,499",2 GB RAM , 32 GB ROM,16.0 cm  Full HD+ ,4000 
MediaTek Helio G35 Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Realme 7i ,"12,999",6 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,4200 
MediaTek Helio G80 Processor,12MP + 2MP + 2MP | 8MP Front Camera,Infinix Smart 4 Plus ,"7,999",6 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,4500 
MediaTek Helio P22 Processor,12MP + 2MP + 2MP | 8MP Front Camera,Realme 6i ,"12,999",8 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO Reno2 F ,"21,990",8 GB RAM , 128 GB ROM ,13.84 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 6i ,"12,999",6 GB RAM , 128 GB ROM,15.8 cm  HD+ ,5000 
A13 Bionic Chip Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,OPPO Reno2 F ,"17,990",8 GB RAM , 128 GB ROM ,14.73 cm  Super Retina XDR ,5000 
MediaTek Helio G90T Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 6i ,"13,999",4 GB RAM , 64 GB ROM ,16.36 cm  Full HD ,1200 
A12 Bionic Chip Processor,13MP + Depth Sensor | 8MP Front Camera,POCO X2 ,"15,999",4 GB RAM , 64 GB ROM ,15.72 cm  HD+ ,4500 
MediaTek Helio G80 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Motorola One Fusion+ ,"17,499",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,4200 
Qualcomm Snapdragon 720G Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme C3 ,"9,999",3 GB RAM , 32 GB ROM ,16.26 cm  Full HD+ ,4000 
Qualcomm Snapdragon 750G Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Infinix Hot 9 ,"9,499",8 MB RAM , 16 MB ROM ,16.26 cm  Full HD+ ,4000 
MediaTek Helio P35 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Vivo Y12s ,"9,990",8 GB RAM , 256 GB ROM ,16.26 cm  Full HD+ ,5000 
MediaTek Helio P35 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Vivo Y50 ,"16,490",6 GB RAM , 128 GB ROM,12.7 cm  HD ,5000 
MediaTek Helio P35 Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,Vivo Y50 ,"16,490",8 GB RAM , 128 GB ROM ,12.7 cm  HD ,4000 
Qualcomm Snapdragon 720G Processor,64MP + 8MP + 5MP + 2MP | 16MP Front Camera,Motorola G9 Power ,"11,999",8 GB RAM , 128 GB ROM,17.27 cm  Full HD+ ,4440 
Qualcomm Snapdragon 460 Processor,12MP + 2MP | 5MP Front Camera,Infinix Note 7 ,"10,999",2 GB RAM , 32 GB ROM,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 460 Processor,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,Infinix Note 7 ,"10,999",3 GB RAM , 32 GB ROM ,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,13MP + 2MP | 8MP Front Camera,Motorola G9 ,"10,999",3 GB RAM , 32 GB ROM ,15.77 cm  Full HD+ ,4000 
A12 Bionic Chip Processor,13MP + 8MP + 2MP + 2MP | 16MP Front Camera,Infinix Hot 9 ,"9,499",12 GB RAM , 256 GB ROM,16.26 cm  Full HD+ ,1200 
MediaTek Helio P22 (64 bit) Processor,13MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi 9i ,"9,299",3 GB RAM , 32 GB ROM ,13.97 cm  Quad HD ,4200 
MediaTek Helio P22 (64 bit) Processor,64MP + 2MP + 2MP | 16MP Front Camera,Motorola E7 Plus ,"9,999",4 GB RAM , 64 GB ROM ,13.97 cm  Quad HD ,6000 
A13 Bionic Chip Processor,48MP + 2MP + 2MP + AI Lens Camera | 16MP Front Camera,Realme 6 Pro ,"19,999",8 GB RAM , 128 GB ROM ,13.97 cm  Quad HD ,5020 
Qualcomm Snapdragon 439 Processor,48MP + 2MP + 2MP + AI Lens Camera | 16MP Front Camera,Vivo S1 Pro ,"18,990",8 MB RAM , 16 MB ROM ,16.56 cm  HD ,5000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,48MP + 2MP + 2MP | 8MP Front Camera,POCO X3 ,"19,999",8 GB RAM , 128 GB ROM,13.97 cm  Full HD ,4100 
MediaTek Helio G85 Processor,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,Vivo Y20 ,"12,990",4 GB RAM , 128 GB ROM,17.27 cm  Quad HD+ ,4500 
MediaTek Helio P35 Processor,13MP Rear Camera | 5MP Front Camera,POCO X3 ,"19,999",4 GB RAM , 64 GB ROM ,15.72 cm  HD+ ,5000 
MediaTek Helio P35 Processor,48MP + 2MP | 8MP Front Camera,Moto G 5G ,"20,999",4 GB RAM , 64 GB ROM ,14.73 cm  Super Retina XDR ,4200 
Qualcomm Snapdragon 665 Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Panasonic Eluga I7 ,"5,001",8 GB RAM , 128 GB ROM,17.02 cm  Super Retina XDR ,4200 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,Vivo Y20 ,"12,990",6 GB RAM , 128 GB ROM ,All Screen OLED ,3000 
A13 Bionic Chip Processor,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,POCO X3 ,"16,999",4 GB RAM , 128 GB ROM,15.9 cm  HD+ ,4030 
A13 Bionic Chip Processor,13MP + 2MP + 2MP | 8MP Front Camera,Samsung Galaxy F41 ,"17,999",8 GB RAM , 256 GB ROM,15.9 cm  HD+ ,6000 
Qualcomm Snapdragon 439 Processor,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,Redmi Note 9 Pro ,"13,450",12 GB RAM , 256 GB ROM,15.9 cm  HD+ ,3020 
MediaTek Helio G35 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro ,"17,199",1 GB RAM , 16 GB ROM ,12.7 cm  ,5000 
MediaTek Helio P35 Processor,8MP Rear Camera | 8MP Front Camera,Vivo Y30 ,"14,990",2 GB RAM , 32 GB ROM ,16.94 cm  Full HD+ ,5000 
A12 Bionic Chip Processor,13MP + 2MP + 2MP | 8MP Front Camera,Vivo Y30 ,"13,990",4 GB RAM , 64 GB ROM,15.49 cm  Liquid Retina HD ,5020 
A12 Bionic Chip Processor,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,Vivo Y20i ,"11,490",2 GB RAM , 32 GB ROM ,15.21 cm  HD+ ,5020 
A13 Bionic Chip Processor,64MP + 8MP + 5MP | 32MP Front Camera,Redmi 9 Prime ,"10,999",4 GB RAM , 64 GB ROM ,6.22 cm  ,6000 
MediaTek Helio G25 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Apple iPhone 12 ,"79,900",3 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,5000 
MediaTek Helio G25 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Redmi 8A Dual ,"7,988",4 GB RAM , 64 GB ROM,13.84 cm  HD ,5000 
Qualcomm Snapdragon (SDM439) Octa Core Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Vivo V20 2021 ,"24,990",4 GB RAM , 64 GB ROM ,15.9 cm  HD+ ,3000 
Qualcomm Snapdragon 662 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Apple iPhone 11 ,"50,999",4 GB RAM , 64 GB ROM ,13.21 cm  Full HD ,5000 
Qualcomm Snapdragon 712 AIE Processor,13MP + 2MP + 2MP | 8MP Front Camera,Vivo Y30 ,"13,990",8 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,6000 
Qualcomm Snapdragon 439 Processor,13MP Rear Camera | 8MP Front Camera,Redmi Note 9 Pro ,"14,618",6 GB RAM , 128 GB ROM ,15.9 cm  HD+ ,4000 
Qualcomm Snapdragon 439 Processor,12MP + 12MP | 12MP Front Camera,Redmi 9i ,"9,299",2 GB RAM , 16 GB ROM ,12.7 cm  FWVGA ,4000 
Qualcomm Snapdragon 855+ Processor,13MP + 2MP | 8MP Front Camera,OPPO A53 ,"12,990",6 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,3020 
Qualcomm Snapdragon 720G Processor,64MP + 8MP + 2MP | 44MP Front Camera,OPPO A53 ,"15,490",4 GB RAM , 64 GB ROM,16.0 cm  Full HD+ ,4030 
MediaTek Helio P95 Processor,12MP + 12MP | 12MP Front Camera,OPPO F15 ,"15,990",2 GB RAM , 32 GB ROM ,15.75 cm  HD+ ,4200 
MediaTek Helio P95 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,OPPO F15 ,"15,990",2 GB RAM , 32 GB ROM ,16.21 cm  Full HD+ ,6000 
MTK MT6771V(P70) 64bit Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,OPPO F15 ,"15,990",2 GB RAM , 32 GB ROM ,16.56 cm  ,4440 
Helio G70 Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y11 ,"9,490",2 GB RAM , 32 GB ROM ,13.84 cm  HD ,4500 
MediaTek Helio A22 Processor,13MP + 2MP + 2MP | 16MP Front Camera,Vivo Y11 ,"9,490",8 GB RAM , 128 GB ROM,15.49 cm  Super Retina XDR ,4500 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 16MP Front Camera,Redmi 9 Prime ,"10,999",4 GB RAM , 64 GB ROM ,All Screen OLED ,4015 
Qualcomm Snapdragon 460 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Vivo Y51 ,"17,990",8 GB RAM , 256 GB ROM,16.59 cm  Full HD+ ,4015 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO A33 ,"10,990",8 GB RAM , 256 GB ROM ,15.77 cm  HD+ ,4000 
MediaTek Helio P70 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 7 Pro ,"19,999",6 GB RAM , 64 GB ROM ,15.77 cm  HD+ ,7000 
Qualcomm Snapdragon 855+ Processor,13MP + 2MP | 8MP Front Camera,Redmi Note 9 Pro ,"18,275",6 GB RAM , 128 GB ROM,15.75 cm  Quad HD+ ,4500 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP | 8MP Front Camera,Redmi Note 9 Pro ,"14,477",6 GB RAM , 128 GB ROM,Super AMOLED ,4230 
Qualcomm Snapdragon 720G Processor,13MP Rear Camera | 8MP Front Camera,OPPO A53 ,"12,990",4 GB RAM , 64 GB ROM ,12.7 cm  HD ,4230 
MediaTek Helio G70 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Redmi 9 ,"9,713",8 GB RAM , 128 GB ROM,14.83 cm  Full HD+ ,5000 
A13 Bionic Chip Processor,13MP + 2MP + 2MP | 8MP Front Camera,Redmi 9 ,"9,696",8 GB RAM , 128 GB ROM ,14.83 cm  Full HD+ ,5020 
Qualcomm Snapdragon 460 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Redmi 9 Prime ,"10,999",4 GB RAM , 64 GB ROM ,16.28 cm  Full HD+ ,6000 
MediaTek Helio P22 (64 bit) Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Vivo Y91i ,"8,490",3 GB RAM , 32 GB ROM ,12.7 cm  ,5000 
A13 Bionic Chip Processor,48MP + 8MP | 16MP Front Camera,Vivo Y31 ,"16,490",4 GB RAM , 64 GB ROM ,16.51 cm  ,5020 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP + 2MP | 16MP Front Camera,Vivo Y31 ,"16,490",4 GB RAM , 128 GB ROM ,16.51 cm  ,4230 
A13 Bionic Chip Processor,13MP + 8MP | 8MP Front Camera,Apple iPhone 11 ,"56,999",4 GB RAM , 64 GB ROM,16.59 cm  Full HD+ ,3040 
Qualcomm Snapdragon 460 Processor,13MP + 2MP | 5MP Front Camera,Realme 6 ,"13,999",8 GB RAM , 128 GB ROM,16.59 cm  HD+ ,5000 
MT6260A Processor,13MP Rear Camera | 8MP Front Camera,Apple iPhone XR ,"48,999",6 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5000 
Qualcomm Snapdragon 712 AIE Processor,13MP Rear Camera | 5MP Front Camera,Redmi 9 Prime ,"10,999",6 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,5000 
Qualcomm Snapdragon 855+ Processor,48MP + 2MP + 2MP | 16MP Front Camera,Realme 7 Pro ,"21,999",2 GB RAM , 16 GB ROM ,16.59 cm  Full HD+ ,5020 
MediaTek Helio P70 Processor,48MP + 2MP + 2MP | 16MP Front Camera,Moto G 5G ,"20,999",6 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,5000 
Qualcomm Snapdragon 765G Processor,12MP + 12MP | 12MP Front Camera,OPPO A5s ,"8,990",3 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,5000 
Helio G70 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO A5s ,"10,990",3 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,4230 
Qualcomm Snapdragon (SDM439) Octa Core Processor,12MP Rear Camera | 7MP Front Camera,OPPO A5s ,"10,990",4 GB RAM , 128 GB ROM ,16.56 cm  HD+ ,4030 
Qualcomm Snapdragon 865 Processor,13MP Rear Camera | 8MP Front Camera,Realme 7 Pro ,"21,999",4 GB RAM , 128 GB ROM,16.56 cm  HD+ ,4030 
Qualcomm Snapdragon 439 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,OPPO A53 ,"15,490",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,4000 
Qualcomm Snapdragon 439 Processor,48MP + 8MP + 2MP | 16MP Front Camera,OPPO A53 ,"15,490",6 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,4015 
Qualcomm Snapdragon 730 Processor,13MP + 2MP | 8MP Front Camera,OPPO F17 ,"18,399",2 GB RAM , 16 GB ROM ,16.59 cm  HD+ ,4500 
MT6260A Processor,13MP + 2MP | 8MP Front Camera,Apple iPhone XR ,"43,999",2 GB RAM , 16 GB ROM ,17.22 cm  HD+ ,5020 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP | 8MP Front Camera,Infinix Hot 9 Pro ,"10,499",6 GB RAM , 128 GB ROM ,17.22 cm  HD+ ,5000 
A12 Bionic Chip Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Infinix Hot 9 Pro ,"10,499",8 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5020 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone 11 ,"50,999",3 GB RAM , 64 GB ROM ,17.22 cm  HD+ ,5000 
Qualcomm Snapdragon 730 Processor,13MP + 2MP + 2MP | 16MP Front Camera,Redmi 8A ,"8,299",4 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone SE ,"34,999",4 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,4440 
MediaTek Helio G85 Processor,12MP Rear Camera | 7MP Front Camera,Redmi Note 9 ,"15,449",6 GB RAM , 128 GB ROM ,90 Hz Ultra Smooth ,5020 
Qualcomm Snapdragon 439 Processor,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,OPPO A5s ,"8,990",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5020 
A12 Bionic Chip Processor,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,OPPO A5s ,"8,990",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4300 
Qualcomm Snapdragon 675 AIE Processor,12MP + 12MP | 12MP Front Camera,Vivo V20 SE ,"20,990",8 GB RAM , 256 GB ROM,16.94 cm  Full HD+ ,4000 
Qualcomm Snapdragon 730G Processor,12MP Rear Camera | 8MP Front Camera,Vivo V20 SE ,"20,990",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,5000 
MediaTek Helio G35 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone 11 ,"50,999",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,4000 
Qualcomm Snapdragon 855+ Processor,48MP Rear Camera,Apple iPhone 11 ,"50,999",8 GB RAM , 128 GB ROM ,16.56 cm  HD+ ,4035 
Qualcomm Snapdragon 855+ Processor,13MP + 2MP | 8MP Front Camera,Redmi 8A Dual ,"7,499",8 GB RAM , 128 GB ROM ,17.32 cm  HD+ ,4035 
MediaTek | MT6739WW quad core  Processor,13MP + 2MP | 8MP Front Camera,Redmi 9 ,"9,729",6 GB RAM , 64 GB ROM ,17.32 cm  HD+ ,4230 
MTK Helio P22 Processor,48MP + 8MP + 2MP | 32MP Front Camera,Vivo Y30 ,"14,990",3 GB RAM , 32 GB ROM ,16.51 cm  Full HD+ ,4015 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 2MP | 32MP Front Camera,Apple iPhone XR ,"43,999",4 GB RAM , 64 GB ROM ,17.32 cm  HD+ ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone XR ,"48,999",6 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,4035 
MediaTek Helio P22 (MT6762R) Octa Core Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",4 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,4230 
Exynos 850 Octa Core Processor,13MP + 2MP | 8MP Front Camera,Redmi 9A ,"7,790",8 GB RAM , 128 GB ROM,16.51 cm  HD+ ,4230 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP | 5MP Front Camera,Redmi 9A ,"8,265",4 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,5000 
Qualcomm Snapdragon 439 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Redmi 9A ,"8,595",4 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,5000 
MediaTek Helio G85 Processor,12MP Rear Camera | 7MP Front Camera,Redmi 9A ,"7,664",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,4300 
 Exynos 9611-Octa Core processor Processor,12MP Rear Camera | 7MP Front Camera,Samsung Galaxy M01 ,"7,921",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,4230 
Qualcomm Snapdragon 662 Processor,12MP + 12MP | 12MP Front Camera,Vivo Y51A ,"17,990",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4230 
MediaTek (MT6768) Octa Core Processor,13MP Rear Camera,Vivo V19 ,"27,990",2 GB RAM , 32 GB ROM ,16.59 cm  Full HD+ ,4200 
MediaTek Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y20A ,"11,490",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,3000 
MediaTek (MT6768) Octa Core Processor,13MP Rear Camera | 5MP Front Camera,Redmi 8A Dual ,"8,299",2 GB RAM , 32 GB ROM ,16.56 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,13MP Rear Camera,Realme X3 ,"25,999",2 GB RAM , 32 GB ROM ,16.59 cm  Full HD+ ,4000 
MediaTek Helio P22 Processor,13MP + 2MP | 5MP Front Camera,Redmi Note 9 Pro Max ,"14,900",8 GB RAM , 256 GB ROM,16.94 cm  Full HD+ ,4000 
MediaTek Helio P22 Processor,48MP + 8MP + 2MP | 16MP Front Camera,OPPO F17 Pro ,"21,490",1 GB RAM , 16 GB ROM ,15.8 cm  HD+ ,5020 
MediaTek Helio P22 (MT6762R) Octa Core Processor,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,OPPO F17 Pro ,"21,490",4 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,5020 
MTK Helio P22 Processor,13MP + 2MP + 2MP | 8MP Front Camera,OPPO Reno2 F ,"21,990",4 GB RAM , 128 GB ROM,16.59 cm  HD+ ,4025 
Qualcomm Snapdragon 855+ Processor,13MP + 2MP | 8MP Front Camera,Realme C3 ,"9,999",6 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,5000 
 Exynos 9611-Octa Core processor Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Infinix Smart 4 ,"6,999",4 GB RAM , 128 GB ROM ,17.22 cm  HD+ ,6000 
Qualcomm Snapdragon 865 Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Vivo Y20 ,"13,990",4 GB RAM , 64 GB ROM ,17.22 cm  HD+ ,4000 
Qualcomm Snapdragon 730G Processor,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,Vivo Y20 ,"13,990",8 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,4000 
Qualcomm Snapdragon 730G Processor,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,Vivo Y51 ,"17,990",6 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4200 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"18,990",6 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,5020 
Qualcomm Snapdragon 662 Processor,12MP + 2MP | 5MP Front Camera,Realme X3 ,"24,999",4 GB RAM , 128 GB ROM,17.32 cm  HD+ ,4500 
Qualcomm Snapdragon 665 Processor,13MP + Depth Sensor | 8MP Front Camera,Apple iPhone SE ,"34,999",6 GB RAM , 128 GB ROM ,17.32 cm  HD+ ,4000 
MediaTek Helio G90T Processor,13MP + 2MP + 2MP | 8MP Front Camera,Realme 7 Pro ,"21,999",12 GB RAM , 256 GB ROM,17.32 cm  HD+ ,4500 
MediaTek Helio P35 Octa Core Processor,13MP + 2MP + 2MP | 8MP Front Camera,Infinix Note 7 ,"10,999",6 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4015 
MTK MT6765 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Apple iPhone 11 ,"56,999",8 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5000 
