Processor,Camera,phoneName,price,ram_memory,rom_memory,Display Size,battery
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 8MP + 5MP | 32MP Front Camera,Infinix Hot 8 ,"9,999",3 GB RAM , 32 GB ROM ,11.43 cm  FWVGA ,5000 
MTK MT6771V (P70) Processor,48MP + 5MP | 16MP Front Camera,Vivo U10 ,"11,990",3 GB RAM , 32 GB ROM ,13.84 cm  HD+ ,5020 
Helio P22 (MTK6762) Processor,12MP + 12MP | 12MP Front Camera,Moto C Plus ,"6,999",2 GB RAM , 32 GB ROM ,15.49 cm  HD+ ,5020 
Helio P22 (MTK6762) Processor,48MP + 48MP + 8MP + 2MP + 2MP | 16MP + 16MP Dual Front Camera,Apple iPhone 7 Plus ,"52,999",2 GB RAM , 32 GB ROM ,16.51 cm  ,5000 
Exynos 990 Processor,13MP + 8MP | 5MP Front Camera,Infinix S5 Lite ,"8,499",4 GB RAM , 64 GB ROM ,13.84 cm  HD+ ,5020 
Snapdragon 435 Processor,0.3MP Rear Camera,Redmi 6A ,"5,599",4 GB RAM , 64 GB ROM ,16.26 cm  ,6000 
Huawei Kirin 970 Processor,13MP + 2MP + Low Light Sensor | 8MP Front Camera,Panasonic P100 ,"5,299",4 GB RAM , 64 GB ROM ,12.7 cm  FWVGA ,6000 
Huawei Kirin 970 Processor,13MP + 8MP + 2MP | 8MP Front Camera,Panasonic P99 ,"8,990",6 GB RAM , 64 GB ROM ,13.21 cm  Full HD ,5020 
2.0 GHz Qualcomm Snapdragon 660 AIE Processor,8MP Rear Camera | 2MP Front Camera,Redmi Note 7 Pro ,"13,999",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,5000 
Qualcomm Snapdragon 730G Processor,12MP + 12MP | 7MP Front Camera,Vivo Y91i ,"8,490",4 GB RAM , 64 GB ROM ,13.84 cm  ,4230 
Qualcomm Snapdragon 730G Processor,16MP + 2MP + Low Light Sensor | 16MP Front Camera,Samsung Galaxy Note10 Lite ,"34,900",3 GB RAM , 32 GB ROM ,16.51 cm  HD+ ,5000 
MediaTek Helio G80 Processor,13MP Rear Camera,Samsung M02s ,"9,999",4 GB RAM , 64 GB ROM ,13.84 cm  ,5000 
Mediatek Helio G35 Processor,8MP Rear Camera | 5MP Front Camera,Infinix Smart 2 ,"6,999",6 GB RAM , 64 GB ROM ,6.1 cm  QVGA ,5000 
MediaTek Helio G80 Processor,8MP Rear Camera | 5MP Front Camera,Panasonic Eluga I8 ,"6,999",4 GB RAM , 64 GB ROM ,13.97 cm  HD ,5200 
MediaTek Helio G25 Processor,48MP + 5MP | 13MP Front Camera,Apple iPhone 11 Pro ,"99,900",3 GB RAM , 32 GB ROM ,17.02 cm  Full HD+ ,5200 
MediaTek Helio G80 Processor,13MP Rear Camera | 5MP Front Camera,Mi Max 2 ,"16,999",3 GB RAM , 32 GB ROM ,Super AMOLED ,4300 
Qualcomm Snapdragon 665 Processor,12MP + 12MP + 12MP | 32MP Front Camera,Infinix Hot 7 ,"9,999",4 GB RAM , 64 GB ROM ,13.84 cm  HD+ ,4500 
Qualcomm Snapdragon 665 Processor,13MP + 2MP + 2MP | 5MP Front Camera,Realme X2 ,"19,999",6 GB RAM , 128 GB ROM ,15.49 cm  Super Retina XDR ,6000 
MediaTek Helio G85 Processor,13MP Rear Camera | 8MP Front Camera,Realme X2 ,"19,999",6 GB RAM , 128 GB ROM ,All Screen OLED ,6000 
MediaTek Helio G85 Processor,13MP Rear Camera | 8MP Front Camera,Realme X2 ,"22,999",6 GB RAM , 64 GB ROM ,16.76 cm  Full HD+ ,6000 
MediaTek Helio G85 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Realme X2 ,"22,999",6 GB RAM , 128 GB ROM ,90 Hz Ultra Smooth ,6000 
MediaTek Helio G85 Processor,12MP Rear Camera | 5MP Front Camera,Redmi 5A ,"6,999",4 GB RAM , 64 GB ROM ,Side Fingerprint Sensor | Dual In ,5000 
MediaTek Helio G80 Processor,13MP + 2MP | 13MP + 2MP Dual Front Camera,Redmi 5A ,"5,999",2 GB RAM , 32 GB ROM,12.7 cm  HD ,4230 
Mediatek Helio G35 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,LG Wing ,"59,990",2 GB RAM , 32 GB ROM,15.44 cm  ,4230 
MediaTek Helio G70 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Vivo V19 ,"24,990",2 GB RAM , 32 GB ROM,16.0 cm  Full HD+ ,5200 
MediaTek Helio G70 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Vivo V19 ,"24,990",4 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,5200 
MediaTek Helio G80 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Honor 20i ,"10,999",3 GB RAM , 32 GB ROM ,16.0 cm  Full HD+ ,5000 
MediaTek Helio G70 Processor,13MP Rear Camera | 5MP Front Camera,Samsung Galaxy A50s ,"26,900",4 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,5000 
MediaTek Helio G25 Processor,13MP Rear Camera | 5MP Front Camera,HTC U11 ,"53,990",6 GB RAM , 128 GB ROM ,16.23 cm  Full HD+ ,4500 
Qualcomm Snapdragon 662 Processor,64MP + 13MP + 12MP | 32MP Front Camera,HTC U11 ,"53,990",6 GB RAM , 128 GB ROM ,12.7 cm  HD ,6000 
Qualcomm Snapdragon 720G Processor,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,HTC U11 ,"53,990",8 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,6000 
Qualcomm Snapdragon 720G Processor,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,OPPO A9 2020 ,"15,990",6 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,6000 
Qualcomm Snapdragon 720G Processor,24MP + 2MP + 8MP | 32MP Front Camera,Micromax Evok Dual Note ,"4,799",6 GB RAM , 64 GB ROM ,13.84 cm  HD+ ,6000 
MediaTek Helio G80 Processor,48MP + 8MP + 5MP | 32MP Front Camera,Samsung Galaxy S21 Ultra ,"1,05,999",3 GB RAM , 32 GB ROM ,16.0 cm  Full HD+ ,5000 
Mediatek Helio G35 Processor,12MP Rear Camera | 16MP Front Camera,Infinix Hot 7 ,"9,999",4 GB RAM , 64 GB ROM ,13.84 cm  FWVGA ,5000 
Mediatek Helio G35 Processor,12MP Rear Camera | 16MP Front Camera,Apple iPhone 11 Pro ,"99,900",4 GB RAM , 64 GB ROM ,16.23 cm  Full HD+ ,5000 
Mediatek Helio A25 Processor,12MP Rear Camera | 16MP Front Camera,Apple iPhone 12 Pro Max ,"1,29,900",4 GB RAM , 64 GB ROM ,13.84 cm  HD+ ,5000 
Mediatek Helio A25 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi Y3 ,"8,090",6 GB RAM , 128 GB ROM ,13.97 cm  HD ,6000 
MediaTek Helio G95 Processor,13MP + 5MP | 5MP Front Camera,Redmi Y3 ,"8,252",2 GB RAM , 32 GB ROM ,11.43 cm  FWVGA ,6000 
Mediatek Helio A25 Processor,108MP + 12MP + 10MP + 10MP | 40MP Front Camera,Redmi Y3 ,"9,832",2 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,6000 
MediaTek Helio P35 Processor,13MP + 2MP | 13MP + 2MP Dual Front Camera,Panasonic Eluga I2 ,"5,690",2 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,6000 
Mediatek Helio G35 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Redmi Note 9 Pro Max ,"18,485",6 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5000 
Mediatek Helio G35 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"59,999",3 GB RAM , 32 GB ROM ,15.75 cm  HD+ ,4500 
Mediatek Helio G35 Processor,12MP + 2MP | 32MP Front Camera,Panasonic Eluga Ray 600 ,"12,999",3 GB RAM , 32 GB ROM ,17.27 cm  ,4500 
Mediatek Helio G35 Processor,12MP + 2MP | 32MP Front Camera,Nokia 8110 4G,"4,099",6 GB RAM , 128 GB ROM ,Super AMOLED ,6000 
MediaTek Helio G80 Processor,12MP + 2MP | 32MP Front Camera,Samsung Galaxy M31 ,"15,990",4 GB RAM , 64 GB ROM ,15.21 cm  Full HD+ ,6000 
MediaTek Helio G80 Processor,8MP Rear Camera,Redmi 6A ,"6,450",6 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,6000 
Qualcomm Snapdragon 720G Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Redmi 7 ,"8,479",8 GB RAM , 128 GB ROM ,15.49 cm  Super Retina XDR ,6000 
MediaTek Helio G80 Processor,12MP + 12MP | 12MP Front Camera,LG G2 D802 ,"31,971",6 GB RAM , 128 GB ROM ,All Screen OLED ,5000 
Qualcomm Snapdragon 460 Processor,13MP Rear Camera | 8MP Front Camera,Apple iPhone 11 ,"59,999",4 GB RAM , 64 GB ROM ,16.23 cm  Full HD+ ,5000 
Qualcomm Snapdragon 460 Processor,2MP Rear Camera,Redmi Y3 ,"10,465",6 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,4500 
MediaTek Helio G80 Processor,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,Micromax Spark 4G Prime ,"5,299",6 GB RAM , 128 GB ROM ,16.54 cm  ,4300 
Qualcomm Snapdragon 720G Processor,13MP Rear Camera,POCO X2 Special Edition ,"15,999",8 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,4300 
MediaTek Helio P35 Processor,12MP + 2MP | 8MP Front Camera,Nokia 7.2 ,"16,399",6 GB RAM , 128 GB ROM ,Super AMOLED ,6000 
Mediatek Helio G35 Processor,13MP Rear Camera | 2.1MP Front Camera,Motorola One Macro ,"9,999",6 GB RAM , 64 GB ROM ,16.59 cm  ,5000 
Mediatek Helio G35 Processor,12MP + 12MP | 12MP Front Camera,Vivo S1 ,"18,990",6 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,5000 
MediaTek Helio G25 Processor,12MP + 2MP | 32MP Front Camera,OPPO A15 ,"10,179",6 GB RAM , 64 GB ROM ,15.75 cm  Full HD+ ,4000 
MediaTek Helio G70 Processor,8MP Rear Camera | 5MP Front Camera,Redmi 6A ,"5,742",6 GB RAM , 64 GB ROM ,13.84 cm  ,6000 
MediaTek Helio G70 Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,Apple iPhone 12 Pro ,"1,49,900",6 GB RAM , 128 GB ROM ,16.0 cm  Full HD+ ,5000 
MediaTek Helio G90T Processor,48MP + 5MP + 8MP | 20MP Front Camera,OPPO A9 ,"12,990",3 GB RAM , 32 GB ROM ,17.02 cm  Super Retina XDR ,6000 
Qualcomm Snapdragon 730G Processor,13MP + 2MP + 2MP | 8MP Front Camera,Infinix S4 ,"9,599",6 GB RAM , 256 GB ROM,All Screen OLED ,4500 
Qualcomm Snapdragon 460 Processor,16MP + 8MP + 2MP | 32MP Front Camera,Infinix S4 ,"9,599",6 GB RAM , 64 GB ROM ,15.21 cm  HD+ ,4500 
MediaTek Helio A22 Processor,13MP Rear Camera,Samsung Galaxy S20 ,"74,000",3 GB RAM , 32 GB ROM ,17.27 cm  ,5000 
MediaTek Helio A22 Processor,13MP Rear Camera,Redmi 4 ,"7,499",4 GB RAM , 64 GB ROM ,Super AMOLED ,6000 
MediaTek Helio A22 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Honor 10 ,"16,399",8 GB RAM , 128 GB ROM ,16.59 cm  ,5000 
Qualcomm Snapdragon 720G Processor,16MP + 2MP | 16MP Front Camera,Honor 10 ,"15,999",8 GB RAM , 128 GB ROM ,16.59 cm  Full HD ,5000 
MediaTek Helio P35 Processor,13MP + 2MP + 8MP | 32MP Front Camera,Vivo V11 Pro ,"28,990",6 GB RAM , 128 GB ROM ,12.7 cm  ,4500 
MediaTek Helio P35 Processor,13MP + 2MP + 8MP | 32MP Front Camera,Panasonic P71 ,"4,850",6 GB RAM , 64 GB ROM ,11.94 cm  Retina HD ,5000 
MediaTek Helio G70 Processor,64MP + 12MP + 12MP | 10MP Front Camera,OPPO Reno2 ,"38,990",4 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,4300 
MediaTek Helio G70 Processor,13MP Rear Camera | 5MP Front Camera,OPPO Reno2 ,"38,990",3 GB RAM , 32 GB ROM ,16.0 cm  Full HD+ ,5020 
MediaTek Helio G95 Processor,24MP + 16MP | 24MP Front Camera,POCO M2 ,"9,999",6 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,5000 
MediaTek Helio G95 Processor,24MP + 16MP | 24MP Front Camera,POCO C3 ,"8,499",4 GB RAM , 64 GB ROM ,144Hz Intelligent AdaptiveSync ,5000 
MediaTek Helio G95 Processor,2x12MP (Dual Pixel Sensor) +� | 25MP Front Camera,POCO M2 ,"9,999",6 GB RAM , 64 GB ROM ,14.48 cm  HD+ ,5000 
Qualcomm Snapdragon 460 Processor,8MP Rear Camera | 2MP Front Camera,Redmi 9i ,"8,299",6 GB RAM , 64 GB ROM ,14.48 cm  HD+ ,5000 
Mediatek Helio G35 Processor,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,POCO M2 ,"9,999",3 GB RAM , 32 GB ROM ,16.26 cm  HD+ ,5200 
Mediatek Helio G35 Processor,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,Realme Narzo 20A ,"9,499",3 GB RAM , 32 GB ROM ,13.56 cm  FWVGA+ ,5000 
Mediatek Helio G35 Processor,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,Realme Narzo 20A ,"9,499",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,6000 
Qualcomm Snapdragon 720G Processor,13MP + 2MP + 2MP | 5MP Front Camera,Realme Narzo 20 ,"10,499",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4300 
MediaTek Helio A20 Processor,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,Realme Narzo 20 ,"11,499",4 GB RAM , 64 GB ROM ,12.7 cm  FWVGA ,4000 
MediaTek Helio A20 Processor,13MP Rear Camera | 5MP Front Camera,Realme Narzo 20 ,"11,499",4 GB RAM , 128 GB ROM ,16.0 cm  Full HD+ ,4300 
MediaTek Helio A20 Processor,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,Realme Narzo 20 ,"10,499",3 GB RAM , 32 GB ROM ,16.76 cm  Full HD+ ,4000 
Qualcomm Snapdragon 732G Processor,12MP + 2MP + 2MP | 8MP Front Camera,POCO M2 ,"10,999",4 GB RAM , 64 GB ROM ,90 Hz Ultra Smooth ,4300 
Mediatek Helio G35 Processor,12MP + 2MP + 2MP | 8MP Front Camera,POCO C3 ,"8,499",8 GB RAM , 128 GB ROM,Side Fingerprint Sensor | Dual In ,4500 
Mediatek Helio G35 Processor,48MP + 8MP + 2MP | 8MP Front Camera,Infinix Hot 10 ,"9,499",4 GB RAM , 64 GB ROM ,17.02 cm  Super Retina XDR ,5000 
Qualcomm Snapdragon 732G Processor,48MP + 8MP + 2MP | 8MP Front Camera,Infinix Hot 10 ,"9,499",6 GB RAM , 256 GB ROM,All Screen OLED ,5000 
Qualcomm Snapdragon 460 Processor,48MP + 8MP + 2MP | 8MP Front Camera,POCO M2 ,"10,999",6 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,5000 
MediaTek Helio G95 Processor,48MP + 8MP + 2MP | 8MP Front Camera,Infinix Hot 10 ,"9,499",6 GB RAM , 128 GB ROM ,13.97 cm  Full HD ,5000 
MediaTek Helio G95 Processor,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,Redmi 9i ,"8,299",6 GB RAM , 128 GB ROM ,12.7 cm  FWVGA ,5000 
Exynos 9611 Processor,13MP + 2MP + 2MP | 5MP Front Camera,Realme 7i ,"12,999",4 GB RAM , 64 GB ROM ,13.97 cm  Full HD ,5000 
Mediatek Helio G35 Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,POCO M2 Pro ,"12,999",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,6000 
Exynos 9611 Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,POCO M2 Pro ,"13,999",3 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,5000 
Exynos 9611 Processor,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,POCO M2 Pro ,"12,999",8 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5000 
MediaTek Helio G95 Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,POCO M2 ,"10,999",8 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 720G Processor,13MP Rear Camera | 5MP Front Camera,Realme C12 ,"8,999",4 GB RAM , 64 GB ROM ,13.97 cm  HD ,5000 
Qualcomm Snapdragon 730G Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme C12 ,"8,999",4 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,5000 
MediaTek Helio G90T Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Infinix Smart 4 Plus ,"7,999",4 GB RAM , 64 GB ROM ,15.77 cm  HD+ ,5000 
MediaTek Helio G90T Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Infinix Smart 4 Plus ,"7,999",4 GB RAM , 64 GB ROM ,16.51 cm  Full HD+ ,4300 
Exynos 9611 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Realme 7 ,"14,999",4 GB RAM , 64 GB ROM ,13.97 cm  ,4500 
Qualcomm Snapdragon 730G Processor,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,Infinix Smart 4 Plus ,"7,999",4 GB RAM , 128 GB ROM ,13.97 cm  HD ,6000 
Snapdragon 439 Processor,13MP + 2MP + 2MP | 5MP Front Camera,OPPO A12 ,"8,990",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,5000 
MediaTek Helio P70 Processor,13MP + 2MP + 2MP | 5MP Front Camera,POCO C3 ,"7,499",8 GB RAM , 128 GB ROM ,144Hz Intelligent AdaptiveSync ,6000 
Exynos 9611 Processor,13MP + Depth Sensor | 8MP Front Camera,Realme C11 ,"7,499",8 GB RAM , 128 GB ROM ,17.02 cm  Full HD+ ,5000 
Helio G70 Processor,13MP + Depth Sensor | 8MP Front Camera,Realme C11 ,"7,499",8 GB RAM , 128 GB ROM ,Super AMOLED ,4000 
Qualcomm Snapdragon 662 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,POCO C3 ,"8,499",4 GB RAM , 64 GB ROM ,12.7 cm  HD ,5000 
MediaTek Helio G95 Processor,13MP + Depth Sensor | 8MP Front Camera,Redmi 9 Prime ,"9,999",8 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,6000 
Qualcomm Snapdragon 665 Processor,13MP + 2MP | 5MP Front Camera,Redmi 9 Prime ,"9,999",6 GB RAM , 128 GB ROM ,16.0 cm  Full HD+ ,6000 
Qualcomm Snapdragon 720G Processor,13MP + 2MP + 2MP | 5MP Front Camera,POCO M2 Pro ,"13,999",2 GB RAM , 16 GB ROM ,16.94 cm  Full HD+ ,5020 
Qualcomm Snapdragon 732G Processor,13MP + 2MP | 5MP Front Camera,Redmi 9 Prime ,"9,999",4 GB RAM , 64 GB ROM ,144Hz Intelligent AdaptiveSync ,5020 
MediaTek Helio G25 Processor,13MP + 2MP | 5MP Front Camera,Realme C15 Qualcomm Edition ,"10,999",6 GB RAM , 64 GB ROM ,12.7 cm  HD ,5000 
Helio G70 Processor,13MP + 2MP + 2MP | 5MP Front Camera,Realme C15 Qualcomm Edition ,"9,999",6 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,5000 
Qualcomm Snapdragon 730G Processor,13MP Rear Camera | 8MP Front Camera,Redmi 9 Prime ,"9,999",4 GB RAM , 64 GB ROM ,12.7 cm  HD ,5000 
A12 Bionic Chip Processor,13MP Rear Camera | 8MP Front Camera,POCO M2 Pro ,"13,999",6 GB RAM , 128 GB ROM ,12.7 cm  quarter HD ,5020 
MediaTek Helio P22 (64 bit) Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,OPPO A12 ,"11,490",6 GB RAM , 128 GB ROM ,16.0 cm  Full HD+ ,5000 
Snapdragon 720G Processor,13MP Rear Camera | 8MP Front Camera,POCO C3 ,"7,499",4 GB RAM , 128 GB ROM ,8.89 cm  HVGA ,4000 
Qualcomm Snapdragon 720G Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,POCO C3 ,"7,499",3 GB RAM , 64 GB ROM ,15.77 cm  HD+ ,5000 
Qualcomm Snapdragon 665 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Redmi 9i ,"8,299",4 GB RAM , 128 GB ROM ,15.77 cm  HD+ ,5020 
Qualcomm Snapdragon 665 Processor,13MP Rear Camera | 8MP Front Camera,Infinix Hot 10 ,"10,999",2 GB RAM , 32 GB ROM ,15.49 cm  Super Retina XDR ,5000 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Infinix Hot 10 ,"10,999",8 GB RAM , 128 GB ROM ,All Screen OLED ,5000 
Qualcomm Snapdragon 662 Processor,13MP + 2MP | 5MP Front Camera,Realme 6i ,"13,999",4 GB RAM , 128 GB ROM ,15.75 cm  Quad HD+ ,5000 
MediaTek Helio G70 Processor,13MP + 2MP + 2MP | 5MP Front Camera,POCO X2 ,"15,999",4 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4000 
Qualcomm Snapdragon 662 Processor,13MP + 2MP + 2MP | 5MP Front Camera,Realme C15 Qualcomm Edition ,"10,999",4 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,4000 
Mediatek Helio A25 Processor,13MP Rear Camera | 5MP Front Camera,Infinix Smart 4 ,"6,999",4 GB RAM , 64 GB ROM ,16.0 cm  ,4000 
MediaTek Helio G90T Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,Infinix Smart 4 ,"6,999",6 GB RAM , 128 GB ROM ,16.0 cm  ,5000 
MTK MT6771V(P70) 64bit Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,Infinix Smart 4 ,"6,999",4 GB RAM , 128 GB ROM ,15.75 cm  HD+ ,5000 
MediaTek Helio G90T Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,POCO M2 Pro ,"12,999",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5020 
MediaTek Helio P70 Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,OPPO A12 ,"8,990",4 GB RAM , 128 GB ROM ,144Hz Intelligent AdaptiveSync ,5000 
MediaTek Helio G90T Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,OPPO A12 ,"11,490",3 GB RAM , 32 GB ROM,11.94 cm  Retina HD ,5000 
Qualcomm Snapdragon 730G Processor,13MP + Depth Sensor | 8MP Front Camera,Infinix Hot 10 ,"10,999",3 GB RAM , 32 GB ROM,12.7 cm  HD ,4500 
Qualcomm Snapdragon 730G Processor,13MP + Depth Sensor | 8MP Front Camera,Infinix Hot 10 ,"10,999",4 GB RAM , 128 GB ROM ,12.7 cm  HD ,5020 
Helio G70 Processor,13MP + Depth Sensor | 8MP Front Camera,Realme 7 ,"16,999",8 GB RAM , 128 GB ROM ,12.7 cm  HD ,5020 
MediaTek Helio P22 (64 bit) Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Realme 7 ,"14,999",3 GB RAM , 32 GB ROM ,12.7 cm  HD ,5000 
Snapdragon 439 Processor,13MP + 2MP | 5MP Front Camera,Realme Narzo 20 Pro ,"14,999",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,5000 
Qualcomm Snapdragon 665 Processor,13MP + 2MP | 5MP Front Camera,Realme C15 Qualcomm Edition ,"9,999",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,5000 
Qualcomm Snapdragon 665 Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,Realme C15 ,"10,999",4 GB RAM , 128 GB ROM ,12.7 cm  HD ,5020 
Qualcomm Snapdragon 662 Processor,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,Realme C12 ,"9,999",4 GB RAM , 64 GB ROM ,12.7 cm  HD ,4030 
MediaTek Helio G70 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme C12 ,"9,999",4 GB RAM , 64 GB ROM,12.7 cm  HD ,5000 
MediaTek Helio G70 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,POCO M2 Pro ,"15,999",4 GB RAM , 64 GB ROM,13.84 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Infinix Smart HD 2021 ,"6,099",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4300 
MediaTek Helio P22 (64 bit) Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Infinix Smart HD 2021 ,"6,099",3 GB RAM , 32 GB ROM ,15.49 cm  HD+ ,5020 
MediaTek Helio G25 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Infinix Smart HD 2021 ,"6,099",6 GB RAM , 128 GB ROM ,15.9 cm  HD+ ,4500 
Qualcomm Snapdragon 460 Processor,13MP + 2MP + 2MP | 5MP Front Camera,POCO X3 ,"17,999",6 GB RAM , 128 GB ROM ,15.21 cm  HD+ ,5000 
Snapdragon 720G Processor,13MP + 2MP + 2MP | 5MP Front Camera,Realme C15 ,"9,999",4 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,4230 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Realme C15 ,"9,999",4 GB RAM , 128 GB ROM ,12.7 cm  FWVGA ,4230 
Qualcomm Snapdragon 732G Processor,8MP Rear Camera | 5MP Front Camera,POCO X3 ,"17,999",8 GB RAM , 128 GB ROM ,12.7 cm  HD ,4230 
Qualcomm Snapdragon 460 Processor,8MP Rear Camera | 5MP Front Camera,Motorola E7 Plus ,"9,999",6 GB RAM , 128 GB ROM ,13.97 cm  Quad HD ,4500 
Qualcomm Snapdragon 732G Processor,8MP Rear Camera | 5MP Front Camera,Realme Narzo 20 Pro ,"14,999",2 GB RAM , 32 GB ROM ,14.48 cm  ,5000 
Qualcomm Snapdragon 750G Processor,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,Realme Narzo 20 Pro ,"16,999",4 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,5000 
MediaTek Quad Core Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Samsung Galaxy F41 ,"17,999",4 GB RAM , 64 GB ROM ,15.49 cm  HD+ ,4015 
Qualcomm Snapdragon 460 Processor,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,Realme C15 ,"10,999",8 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,5000 
Qualcomm Snapdragon 732G Processor,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,Samsung Galaxy F41 ,"16,999",6 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,5000 
Exynos 9611 Processor,48MP + 2MP | 8MP Front Camera,Samsung Galaxy F41 ,"17,999",6 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,5000 
Qualcomm® Snapdragon™ 720G Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 7 ,"16,999",8 GB RAM , 128 GB ROM,13.84 cm  HD+ ,5020 
