,Phone_Name,Processor,RAM,Display,Camera,Price,Battery
1302,"Vivo Y12 (Burgundy Red, 64 GB)",Qualcomm Snapdragon 665 2 GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹10,990",4230 mAh Battery
1303,"Vivo X50 Pro (Alpha Grey, 256 GB)",MediaTek Helio P22 Processor,4 GB RAM | 128 GB ROM,90 Hz Ultra Smooth Display,48MP + 12MP + 5MP | 32MP Front Camera,"₹49,990",4000 mAh Li-ion Battery
1304,"OPPO F17 (Navy Blue, 128 GB)",Qualcomm Snapdragon 665 AIE Processor,6 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Display,48MP + 8MP + 5MP | 32MP Front Camera,"₹18,390",5000 mAh Battery
1305,"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,"₹29,499",4000 mAh Battery
1306,"Apple iPhone 12 (Red, 64 GB)",A13 Bionic Chip with 3rd Gen Neural Engine Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Full HD+ Display,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹79,900",5000 mAh Lithium Polymer Battery
1307,"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",MediaTek | MT6739WW quad core  Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Super AMOLED Display,64MP Rear Camera | 20MP Front Camera,"₹24,499",5000 mAh Battery
1308,"iQOO 3 (Tornado Black, 128 GB)",Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹29,990",5000 mAh Lithium Polymer Battery
1309,"iQOO 3 (Quantum Silver, 128 GB)",Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,"₹29,990",5000 mAh Lithium Polymer Battery
1310,"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",Qualcomm Snapdragon 636 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,48MP + 13MP + 8MP + 8MP | 32MP Front Camera,"₹29,499",4500 mAh Li-ion Battery
1311,"Redmi 8A Dual (Sea Blue, 32 GB)",Qualcomm Snapdragon 636 Processor,3 GB RAM | 64 GB ROM,15.75 cm (6.2 inch) HD+ Display,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹8,599",2510 mAh Battery
1312,"Redmi Note 8 (Space Black, 64 GB)",Qualcomm Snapdragon 720G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,"₹13,999",4000 mAh Battery
1313,"Realme 5 Pro (Chroma White, 128 GB)",MediaTek Helio G90T Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Super AMOLED Display,12MP + 12MP | 12MP Front Camera,"₹16,999",4000 mAh Li-ion Battery
1314,"Realme 5 Pro (Crystal Green, 128 GB)",Qualcomm Snapdragon 675 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,"₹16,999",4000 mAh Battery
1315,"Samsung M01 core (Blue, 32 GB)",Qualcomm Snapdragon 665 (2 GHz) Processor,6 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,"₹6,285",5020 mAh Lithium Polymer Battery
1316,"Redmi Note 8 (Cosmic Purple, 64 GB)",Qualcomm Snapdragon 665 2 GHz Processor,2 GB RAM | 32 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,"₹13,999",6000 mAh Battery
1317,"Mi 10i (Atlantic Blue, 128 GB)",MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,"₹25,598",6000 mAh Battery
1318,"Mi 10i (Midnight Black, 128 GB)",Qualcomm Snapdragon 665 (2 GHz) Processor,2 GB RAM | 32 GB ROM,16.76 cm (6.6 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,"₹25,848",4500 mAh Li-ion Battery
1319,"Vivo Y12 (Aqua Blue, 64 GB)",Qualcomm Snapdragon 665 2 GHz Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,"₹10,990",4500 mAh Lithium-ion Battery
1320,"Apple iPhone 11 Pro (Midnight Green, 64 GB)",Qualcomm Snapdragon 662 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Liquid Retina HD Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,"₹82,999",2510 mAh Battery
1321,"Realme X3 SuperZoom (Glacier Blue, 128 GB)",Qualcomm Snapdragon 665 Processor,4 GB RAM | 128 GB ROM,15.8 cm (6.22 inch) HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,"₹27,999",6000 mAh Battery
1322,"OPPO A9 2020 (Marine Green, 128 GB)",Qualcomm Snapdragon 665 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 5MP Front Camera,"₹15,990",4500 mAh Li-polymer Battery
1323,"Samsung Galaxy A21s (Blue, 128 GB)",Qualcomm Snapdragon 665 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,"₹17,499",6000 mAh Battery
1324,"Redmi 9A (Sea Blue, 32 GB)",Qualcomm Snapdragon 855 Processor,6 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) HD+ Display,108MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹8,750",4230 mAh Battery
1325,"Samsung Galaxy A21s (Black, 128 GB)",A13 Bionic Chip Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,108MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹17,499",4230 mAh Battery
1326,"Redmi Note 9 (Shadow Black, 128 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.36 cm (6.44 inch) Full HD+ Display,13MP + 2MP + 8MP | 8MP Front Camera,"₹14,788",4230 mAh Battery
1327,"Redmi Note 9 (Aqua Green, 128 GB)",A13 Bionic Chip Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Amoled Display,12MP + 12MP + 12MP | 12MP Front Camera,"₹13,990",4230 mAh Battery
1328,"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)",Qualcomm Snapdragon 665 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,"₹24,499",4000 mAh Lithium-ion Battery
1329,"Redmi 9 (Sporty Orange, 128 GB)",MediaTek Helio G90T Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Amoled Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹10,533",4500 mAh Lithium-ion Battery
1330,"Samsung Galaxy Note 10 Plus (Aura Black, 256 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Liquid Retina HD Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,"₹59,999",5000 mAh Battery
1331,"Realme 5s (Crystal Blue, 128 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Liquid Retina HD Display,13MP Rear Camera | 5MP Front Camera,"₹11,999",6000 mAh Battery
1332,"OPPO A15 (Dynamic Black, 32 GB)",Kirin 710F Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,"₹10,049",4500 mAh Lithium Ion Battery
1333,"Realme X3 SuperZoom (Arctic White, 256 GB)",MediaTek Helio P35 (MTK6765) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.59 cm (6.53 inch) HD+ Display,48MP Rear Camera,"₹29,999",4000 mAh Li-polymer Battery
1334,"Realme X3 SuperZoom (Arctic White, 128 GB)",Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.43 cm (6.47 inch) HD+ Display,48MP Rear Camera,"₹27,999",1150 mAh Lithium-ion Battery
1335,"Realme Narzo 10A (So Blue, 64 GB)",MediaTek MT6762 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,"₹9,999",3000 mAh Battery
1336,"Realme Narzo 10A (So White, 64 GB)",MediaTek Helio P90 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Display,13MP Rear Camera,"₹9,999",3080 mAh Battery
1337,"Realme Narzo 10A (So White, 32 GB)",Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,"₹8,999",4000 mAh Li-Polymer Battery
1338,"Vivo V17Pro (Midnight Ocean Black, 128 GB)",Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,64 MB RAM | 128 MB ROM | Expandable Upto 32 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,"₹22,990",4500 mAh Li-polymer Battery
1339,"Vivo Y19 (Spring White, 128 GB)",Qualcomm Snapdragon 425 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) HD+ Display,48 MP AI Quad camera,"₹15,990",4500 mAh Lithium-ion Battery
1340,"Nokia C3 (Sand, 16 GB)",MediaTek Helio P90 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera,"₹6,999",4500 mAh Li-polymer Battery
1341,"Redmi Note 8 (Neptune Blue, 32 GB)",Qualcomm Snapdragon 865 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,"₹10,978",4020 mAh Battery
1342,"Samsung Galaxy A10s (Blue, 32 GB)",SC9863 Octa Core Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,14.48 cm (5.7 inch) HD+ Display,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,"₹9,999",5000 mAh Lithium Polymer Battery
1343,"Honor 9X (Midnight Black, 128 GB)",Exynos 850 Octa Core Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,"₹13,999",3000 mAh Battery
1344,"Vivo V20 (Midnight Jazz, 128 GB)",Qualcomm Snapdragon™ 855 Octa-core (up to 2.84 GHz x 1 + 2.42 GHz x 3 + 1.79 GHz x 4) Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.36 cm (6.44 inch) Full HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,"₹24,990",4000 mAh Lithium Polymer Battery
1345,"Samsung M31 Prime (Ocean Blue, 128 GB)",MediaTek Helio G70 (12 nm) Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,12MP + 2MP + 2MP | 5MP Front Camera,"₹17,389",4000 mAh Lithium Polymer Battery
1346,"Realme Narzo 10 (That Blue, 128 GB)",MediaTek Helio P35 Octa Core Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,"₹11,999",5000 mAh Li-Polymer Battery
1347,"Lenovo A7 (Blue, 64 GB)",Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.69 cm (6.57 inch) Full HD+ Display,16MP + 8MP + 2MP | 16MP Front Camera,"₹7,990",5000 mAh Li-Polymer Battery
1348,"Redmi Note 9 (Aqua Green, 64 GB)",MediaTek Helio P22 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,120 Hz Smooth Display,8MP Rear Camera | 5MP Front Camera,"₹12,990",4000 mAh Lithium-ion Battery
1349,"Redmi Note 8 (Moonlight White, 64 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,"₹13,990",4000 mAh Li-polymer Battery
1350,"Redmi 8 (Emerald Green, 64 GB)",Qualcomm Snapdragon 720G Processor,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,16.33 cm (6.43 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,"₹9,999",4000 mAh Battery
1351,"OPPO Reno3 Pro (Auroral Blue, 256 GB)",MediaTek Helio P95 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,In-Display Fingerprint 3.0,48MP + 8MP + 2MP | 16MP Front Camera,"₹27,990",4020 mAh Battery
1352,"Apple iPhone 11 (Black, 128 GB) (Includes EarPods, Power Adapter)",Exynos 850 Octa Core Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ Display,64MP + 8MP + 2MP | 44MP Front Camera,"₹56,999",4000 mAh Li-polymer Battery
1353,"Motorola E7 Plus (Twilight Orange, 64 GB)",MediaTek MT6762 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,In-Display Fingerprint 3.0,64MP Rear Camera,"₹9,999",4500 mAh Lithium Ion Battery
1354,"Realme 6 (Comet White, 128 GB)",Qualcomm Snapdragon 665 Processor,12 GB RAM | 256 GB ROM,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹15,999",5000 mAh Li-ion Battery
1355,"Samsung Galaxy M11 (Violet, 32 GB)",Qualcomm Snapdragon 665 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,"₹10,995",3000 mAh Battery
1356,"Realme 5 Pro (Chroma White, 64 GB)",Qualcomm SM6150 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,48MP Rear Camera,"₹14,999",4500 mAh Lithium-ion Battery
1357,"Realme 5 Pro (Sparkling Blue, 64 GB)",Qualcomm Snapdragon 855 (SM8150) Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.54 cm (6.51 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,"₹14,999",4500 mAh Li-ion Battery
1358,"Vivo S1 (Skyline Blue, 128 GB)",MediaTek Helio P90 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,"₹16,990",4500 mAh Li-ion Battery
1359,"Vivo S1 (Skyline Blue, 128 GB)",A13 Bionic Chip Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.71 cm (6.58 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera,"₹19,990",4000 mAh Li Polymer Battery
1360,"Vivo S1 (Diamond Black, 128 GB)",Helio P65 (MT6768) Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,World's 1st 44MP Dual Punch Hole Camera,"₹16,990",4000 mAh Lithium-ion Polymer Battery
1361,"OPPO A15 (Mystery Blue, 32 GB)",A12 Bionic Chip Processor,8 GB RAM | 128 GB ROM,In-Display Fingerprint 3.0 with 0.32 Second Unlock,12MP + 12MP | 12MP Front Camera,"₹9,490",5000 mAh Li-Polymer Battery
1362,"Realme X (Space Blue, 128 GB)",Exynos 9810 Processor,6 GB RAM | 64 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,48MP + 2MP | 8MP Front Camera,"₹20,999",5000 mAh Li-Polymer Battery
1363,"Realme X (Space Blue, 128 GB)",Qualcomm Snapdragon 625 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,120 Hz Smooth Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹17,999",6000 mAh Battery
1364,"Realme X (Garlic, 128 GB)",Snapdragon 720G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,11.94 cm (4.7 inch) Retina HD Display,13MP + 5MP + 2MP | 8MP Front Camera,"₹20,999",3000 mAh Battery
1365,"Mi 10i (Midnight Black, 128 GB)",Qualcomm® Snapdragon™ 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,"₹23,495",5000 mAh Li-ion Battery
1366,"Redmi Note 7 Pro (Black, 64 GB)",MediaTek Helio P35 (MTK6765) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,Super AMOLED Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,"₹10,999",3700 mAh Li-ion Battery
1367,"Redmi Note 9 (Aqua Green, 128 GB)",Qualcomm Snapdragon 665 (2 GHz) Processor,6 GB RAM | 128 GB ROM,17.65 cm (6.95 inch) HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,"₹13,465",4230 mAh Battery
1368,"Redmi Note 9 (Scarlet Red, 128 GB)",Qualcomm Snapdragon 660 AIE Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Liquid Retina HD Display,16MP + 8MP + 2MP | 32MP Front Camera,"₹14,990",4000 mAh Battery
1369,"Redmi Note 9 (Arctic White, 128 GB)",Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,"₹13,699",4000 mAh Battery
1370,"Honor 20 (Midnight Black, 128 GB)",A13 Bionic Chip with 3rd Gen Neural Engine Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera,"₹22,999",4000 mAh Battery
1371,"OPPO A52 (Stream White, 128 GB)",MediaTek Helio P60 Octa Core 2.0 GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Liquid Retina HD Display,48MP + 5MP | 16MP Front Camera,"₹18,990",4000 mAh Li-polymer Battery
1372,"OPPO A52 (Twilight Black, 128 GB)",MTK Helio P70 Processor,4 GB RAM | 128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,48MP + 5MP | 16MP Front Camera,"₹18,990",4000 mAh Battery
1373,"Honor 9X (Midnight Black, 128 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Liquid Retina HD Display,48MP + 5MP | 16MP Front Camera,"₹16,999",2300 mAh Lithium Polymer Battery
1374,"Honor 9X (Sapphire Blue, 128 GB)",Qualcomm Snapdragon 665 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,108MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹16,999",6000 mAh Battery
1375,"Infinix S5 Pro (Sea Blue, 64 GB)",A13 Bionic Chip Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,90 Hz Punch Hole Display,48MP + 5MP | 13MP Front Camera,"₹12,999",3080 mAh Battery
1376,"Realme 5i (Forest Green, 64 GB)",MediaTek | MT6762 octa core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,6.1 cm (2.4 inch) Display,48MP Rear Camera,"₹10,999",4500 mAh Li-ion Battery
1377,"Nokia 2.4 (Charcoal Grey, 64 GB)",Qualcomm Snapdragon 439 Processor,1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,16.36 cm (6.44 inch) Full HD+ Display,48MP Rear Camera,"₹10,399",4500 mAh Li-ion Polymer Battery
1378,"Vivo U10 (Thunder Black, 32 GB)",Qualcomm Snapdragon 665 Processor,4 GB RAM | 128 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,48MP Rear Camera,"₹10,990",5020 mAh Battery
1379,"Apple iPhone 12 (Red, 128 GB)",Qualcomm Snapdragon 665 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,120 Hz Smooth Display,48MP + 2MP + 16MP | 32MP Front Camera,"₹84,900",4000 mAh Li-polymer Battery
1380,"Apple iPhone SE (Red, 256 GB) (Includes EarPods, Power Adapter)",Qualcomm Snapdragon 665 Processor,8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹49,999",3260 mAh Li-ion Battery
1381,"Samsung M01 core (Blue, 32 GB)",A13 Bionic Chip Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,In-Display Fingerprint 3.0 with 0.32 Second Unlock,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹6,290",4000 mAh Lithium Ion Battery
1382,"Vivo Z1Pro (Sonic Black, 128 GB)",Qualcomm Snapdragon 675AIE Processor,4 GB RAM | 64 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,"₹17,990",3200 mAh Battery
1383,"Vivo Z1Pro (Sonic Black, 64 GB)",SDM710 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,"₹14,990",2200 mAh Li-ion Polymer Battery
1384,"OPPO A15S (Fancy White, 64 GB)",MTK Helio P70 Processor,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 2MP + Low Light Sensor | 16MP Front Camera,"₹12,490",2730 mAh Battery
1385,"Redmi Note 6 Pro (Rose Gold, 64 GB)",Qualcomm Snapdragon 720G Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,14.48 cm (5.7 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹11,999",3000 mAh Lithium-polymer Battery
1386,"Redmi Note 6 Pro (Blue, 64 GB)",A14 Bionic Chip with Next Generation Neural Engine Processor,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,16.36 cm (6.44 inch) Full HD+ Display,13MP + 2MP | 5MP Front Camera,"₹14,998",5000 mAh Battery
1387,"Redmi Note 9 pro max (Aurora Blue, 64 GB)",Qualcomm Snapdragon 662 Processor,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"In-Display Fingerprint Sensor, Monster Touch Buttons",13MP + 8MP + 2MP | 8MP Front Camera,"₹15,667",3000 mAh Battery
1388,"Realme 6 (Comet White, 128 GB)",A13 Bionic Chip Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,Super AMOLED Display,12MP + 12MP | 12MP Front Camera,"₹16,999",5000 mAh Battery
1389,"Redmi Note 7 Pro (Neptune Blue, 128 GB)",Qualcomm Snapdragon 675AIE Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,12MP Rear Camera | 7MP Front Camera,"₹13,999",4500 mAh Li-polymer Battery
1390,"Realme 5i (Aqua Blue, 128 GB)",Qualcomm Snapdragon 720G Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"₹11,999",4350 mAh Lithium-ion Polymer Battery
1391,"Realme 5i (Aqua Blue, 64 GB)",SDM710 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,16.36 cm (6.44 inch) Full HD+ Display,16MP + 2MP + 8MP | 32MP Front Camera,"₹10,999",4350 mAh Lithium-ion Polymer Battery
1392,"Samsung Galaxy M51 (Celestial Black, 128 GB)",Exynos 9611 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,6.1 cm (2.4 inch) Display,16MP + 2MP + 8MP | 32MP Front Camera,"₹26,447",3000 mAh Battery
1393,"Realme 6 (Comet White, 128 GB)",MediaTek Helio G90T Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,11.94 cm (4.7 inch) Retina HD Display,13MP Rear Camera,"₹16,999",4000 mAh Li-ion Battery
1394,"Samsung GALAXY M51 (ELECTRIC BLUE, 128 GB)",Exynos 9611 Processor,8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,"₹22,990",5000 mAh Battery
1395,"Realme 5i (Aqua Blue, 128 GB)",MediaTek Helio P60 Octa Core 2.0 GHz Processor,8 GB RAM | 128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,"₹11,999",4230 mAh Battery
1396,"Realme 5i (Aqua Blue, 64 GB)",MediaTek Helio P60 Octa Core 2.0 GHz Processor,2 GB RAM | 16 GB ROM | Expandable Upto 400 GB,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,"₹10,999",4000 mAh Li-polymer Battery
1397,"Motorola G9 (Forest Green, 64 GB)",MediaTek Helio P60 Octa Core 2.0 GHz Processor,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹10,999",3340 mAh Battery
1398,"OPPO A9 2020 (Space Purple, 128 GB)",MediaTek Helio P60 Octa Core 2.0 GHz Processor,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,"₹15,990",3000 mAh Battery
1399,"OPPO A9 2020 (Space Purple, 128 GB)",Exynos 9611 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹14,990",3000 mAh Li-Polymer Battery
1400,"OPPO A9 2020 (Vanilla Mint, 128 GB)",Exynos 990 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹14,990",2000 mAh Battery
